text,created_date,,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/2GiUJUQvd4K,,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/lrEw7F3vlWL,,,,,,,,,,,,,,,,
Wooo!!! Safe travels...see you in a few days!,"2017-04-28T02:28:38.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/3OhgxzobFsk,,,,,,,,,,,,,,,,
Back in the Bay (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/fkRR9mKaRFR,,,,,,,,,,,,,,,,
@ flySFO does your atc not plan for planes to takeoff at departure time? UAL809 sitting on the tarmac, takeoff time 1hr after dep time,,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/3VSbvcG1RRY,,,,,,,,,,,,,,,,
At first I thought @ flyLAXairport was bad, and then I found out about @ flySFO,,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/ckmmgkIQc75,,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/iMVEv1eV6Gt,,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/2o6w8gotxjc,,,,,,,,,,,,,,,,
Spotted at @ flySFO @ Delta terminal. Have you ordered your copy yet? http://amzn.to/2opi0Wk pic.twitter.com/ADmOInZjO4,"2017-04-28T00:07:00.000Z""""",,,,,,,,,,,,,,,,
@ flySFO Flies in to the Future selecting @ viewglass for their Terminal 1 Redevelopment with help from @ GenslerOnCities and @ HenselPhelpspic.twitter.com/BLWms98eBH,"2017-04-27T23:47:51.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/fgx71F6fTKY,,,,,,,,,,,,,,,,
Ah ah, Last time it was a parallel landing. # KSFO,,,,,,,,,,,,,,,,
"# ThrowbackThursday : US Airways A321 and ""Queen of the Skies"" at @ flySFO . # avgeekpic.twitter.com/QThxg0Cho9","2017-04-27T23:30:37.000Z""""",,,,,,,,,,,,,,,,
RT @ CU_L8R_Nutz: Great shot!,"2017-04-27T23:30:06.000Z""""",,,,,,,,,,,,,,,,
Love that livery!,"2017-04-27T23:27:29.000Z""""",,,,,,,,,,,,,,,,
Lay over for 3hrs (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/6MUMYpWp5vL,,,,,,,,,,,,,,,,
More plane-spotting earlier this week in SFO for @ LiveandLetsFly and @ united Vintage Continental livery. @ flySFO pic.twitter.com/BWqts6K2zB,"2017-04-27T22:53:26.000Z""""",,,,,,,,,,,,,,,,
Better picture from @ flySFO pic.twitter.com/pvGiycKlzK,"2017-04-27T22:50:59.000Z""""",,,,,,,,,,,,,,,,
Flying home :-) (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/8PB0gdtxvwE,,,,,,,,,,,,,,,,
Unique cargo sightings at # sfo. # avgeek # planespotter # plane # cargopic.twitter.com/5WVl1wHRVn,"2017-04-27T22:41:54.000Z""""",,,,,,,,,,,,,,,,
Cool plane spotting earlier this week at SFO. An Antonov Russian cargo jet. @ flySFO pic.twitter.com/nnkJeeycPw – bei San Francisco International Airport (SFO),"2017-04-27T22:31:34.000Z""""",,,,,,,,,,,,,,,,
Enter the # SFOGreenScreen Sustainability Video Contest for a chance to win a sustainability tour of # sfo which includes an airfield tour!pic.twitter.com/D8NqEr1zZ8,"2017-04-27T22:20:09.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/0ohHmREccmh,,,,,,,,,,,,,,,,
One-armed bandits @ flySFO were made in Chicago pic.twitter.com/2UqzfE6WcZ,"2017-04-27T21:35:29.000Z""""",,,,,,,,,,,,,,,,
And the rest of the @ united & @ weareunited family keep up the GREAT WORK AND THEM GREAT CHANGES THAT COMING!! IN ROUTE TO @ flySFO,"2017-04-27T21:12:03.000Z""""",,,,,,,,,,,,,,,,
Please check with your airline carrier regarding all flight schedules.,"2017-04-27T21:09:10.000Z""""",,,,,,,,,,,,,,,,
I'll be heading to my hub @ flySFO to catch my @ united flight to my second hub @ flyLAXairport !! & when I get there it's @ united Club Time!!,"2017-04-27T20:34:03.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/7ZUEOiSXhu9,,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/gTpfnAN5GqK,,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/bOm8FSrmXWF,,,,,,,,,,,,,,,,
How does the last flight out get delayed at 6:30 am local time?? @ southwestair @ flysfo I'm… https://www.instagram.com/p/BTZKLL5FbVM/,"2017-04-27T19:32:43.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/cObAf1sQBdD,,,,,,,,,,,,,,,,
Fascinating to see this dead space @ flySFO ... # Evolvepic.twitter.com/b1viI71sZi,"2017-04-27T18:49:51.000Z""""",,,,,,,,,,,,,,,,
Ahh time to fly! (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/cCDn018AHoT,,,,,,,,,,,,,,,,
My animal friend from @ flySFO 2 @ CVGairport was this bear flying with me on @ FlyFrontier plus make sure you ask for the Trading Cards!pic.twitter.com/jquf30qcYw,"2017-04-27T17:16:13.000Z""""",,,,,,,,,,,,,,,,
Yo, @ Qantas,,,,,,,,,,,,,,,,
So quick at this airport. Got dropped off at 0500 and having coffee at the gate by 0525 @ flySFO # tsaprecheck,"2017-04-27T17:11:45.000Z""""",,,,,,,,,,,,,,,,
Living my best self at the Napa Farmers Market shop at @ flySFO Terminal 2,"2017-04-27T16:58:01.000Z""""",,,,,,,,,,,,,,,,
After a wonderful RT to @ flySFO w/ @ FlyFrontier I'm back where I started it all @ CVGairport and the # deltaskyclub have to go back to work!pic.twitter.com/5VobNJHUZv,"2017-04-27T16:29:31.000Z""""",,,,,,,,,,,,,,,,
Home Sweet home... For about a week. (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/8acOpAULvLx,,,,,,,,,,,,,,,,
Dancing over the clouds! Nice work @ FlyFrontier # A320neo # airbus # frontierairlines @ flySFO # WednesdayMotivation # yes # nice # avgeek # aviationpic.twitter.com/lottR2aBPR,"2017-04-27T10:25:41.000Z""""",,,,,,,,,,,,,,,,
Lol @ flySFO the gendered binary approach is kind of hilarious pic.twitter.com/XhiXKqCpNC,"2017-04-27T09:03:26.000Z""""",,,,,,,,,,,,,,,,
Ah @ flySFO love your free WiFi and much-improved Terminal 1 upgrades, but your low ceiling flight delays may be the death of me. # tmom,,,,,,,,,,,,,,,,
Back up in the friendly skies! # swa # iflyswa (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/gAOyqDhoqjJ,,,,,,,,,,,,,,,,
Later than last night and more crowded! Everyone is on the move on # WednesdayMotivation @ Delta # deltaskyclub @ flySFO # Workaholics # life # yespic.twitter.com/wfWMSEPmxK,"2017-04-27T07:50:26.000Z""""",,,,,,,,,,,,,,,,
I saw one of those big Russian cargo planes people like to spot. (@San Francisco International Airport - @ flysfo) https://www.swarmapp.com/c/ft7RPeYgdMv,"2017-04-27T07:39:24.000Z""""",,,,,,,,,,,,,,,,
@ flySFO stop the delays!,"2017-04-27T07:35:52.000Z""""",,,,,,,,,,,,,,,,
Hopefully @ frankwarren_tv @ anthonyfjoshua @ Klitschko delay the weigh ins till 3pm. My flight from @ flySFO lands at 1pm # JoshuaKlitschko,"2017-04-27T07:32:35.000Z""""",,,,,,,,,,,,,,,,
The flight was fantastic and the crew was great! Safely made it to @ flySFO w/ @ FlyFrontier getting very close to Elite Status! Thanks Champ!pic.twitter.com/WruKBFjWTe,"2017-04-27T07:06:52.000Z""""",,,,,,,,,,,,,,,,
. @ AlaskaAir so now that the flights to SEA go out of T2 at @ flySFO, which lounge can we use with a board room membership?,,,,,,,,,,,,,,,,
RT @ bengold : @ flySFO I just left, but will be flying out of the international terminal in Saturday,,,,,,,,,,,,,,,,
Anyone know why there's an AN-124* parked on the ramp at @ flySFO ? *https://en.m.wikipedia.org/wiki/Antonov_An-124_Ruslan …,"2017-04-27T05:36:24.000Z""""",,,,,,,,,,,,,,,,
@ EWRairport Really dislike your 30 minute free WiFi set-up. Offer it free like most other airports. @ flySFO is amazing, follow their lead.,,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/3PHa2klcTDU,,,,,,,,,,,,,,,,
Where you off too??? :),"2017-04-27T04:32:13.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/jv7geMSZobn,,,,,,,,,,,,,,,,
Now captain Johnson correctly states due to traffic flow @ flySFO,"2017-04-27T03:20:52.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/b1Y24x1hoQP,,,,,,,,,,,,,,,,
@ united says UA936 delayed due to runway closure @ flySFO, please confirm this misinformation...,,,,,,,,,,,,,,,,
Hey @ flySFO, why is your ATC worse than Marketo uptime? Goddammit.,,,,,,,,,,,,,,,,
# flysfo learn how to manage your flights. Your delays are ridiculous. 4/4 Sea to SFO flights delayed 4 wks in row. Today 3.5 hrs!,"2017-04-27T02:36:19.000Z""""",,,,,,,,,,,,,,,,
We have arrived in the City by the Bay # GoDodgers # RepLA @ dodgers (@San Francisco International Airport - @ flysfo) https://www.swarmapp.com/c/j8JwFtFRcwe,"2017-04-27T02:30:11.000Z""""",,,,,,,,,,,,,,,,
@ AviationTribune reports @ TCAirlinesUK spreads its wings in the US. New # Manchester route from @ flySFO @ visit_mcr http://tinyurl.com/n34g4hs pic.twitter.com/Maezzpkk03,"2017-04-27T02:21:12.000Z""""",,,,,,,,,,,,,,,,
Drizzle out there making for a nice photo from @ flySFO right now pic.twitter.com/rb9kO9XKGi,"2017-04-27T02:20:25.000Z""""",,,,,,,,,,,,,,,,
Flying with the governor. (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/8sOnGTGEepV,,,,,,,,,,,,,,,,
Thank you!,"2017-04-27T01:55:21.000Z""""",,,,,,,,,,,,,,,,
Safe travels!,"2017-04-27T01:54:10.000Z""""",,,,,,,,,,,,,,,,
10 days out west - ready to be home in the south SFOATL (@San Francisco International Airport - @ flysfo) https://www.swarmapp.com/c/bSmv7o4NMOV,"2017-04-27T01:22:02.000Z""""",,,,,,,,,,,,,,,,
Upper Market apparently,"2017-04-27T01:11:41.000Z""""",,,,,,,,,,,,,,,,
I still can't find them!!!!,"2017-04-27T01:10:37.000Z""""",,,,,,,,,,,,,,,,
WHY IS EVERY STREET HERE AT A 45 DEGREE ANGLE!?,"2017-04-27T01:01:31.000Z""""",,,,,,,,,,,,,,,,
@ flySFO you need to get your act together. Last 4 flights delayed by several hours coming in SFO in less than a month from SEA.,"2017-04-27T00:52:08.000Z""""",,,,,,,,,,,,,,,,
# EarthDay at San Francisco International # Airport: # Environmental leadership is part of our DNA at @ flySFO http://travelprnews.com/earth-day-at-san-francisco-international-airport-sfo-environmental-leadership-is-part-of-our-dna-at-sfo-889656745687/travel-press-release/2017/04/26/ … # TRAVEL,"2017-04-27T00:11:27.000Z""""",,,,,,,,,,,,,,,,
The birds of @ FlyFrontier are looking amazing today! This bucking bronco is going to get me to the final frontier @ CVGairport 2 @ flySFO pic.twitter.com/7voOjRz7Yc,"2017-04-27T00:08:55.000Z""""",,,,,,,,,,,,,,,,
I just left, but will be flying out of the international terminal in Saturday,,,,,,,,,,,,,,,,
Where are you? We have a few places here at # sfo for burritos!,"2017-04-27T00:07:43.000Z""""",,,,,,,,,,,,,,,,
Shame... shame.. @ AdamCarollaShow @ adamcarolla @ GinaGrad @ gpatricksmith @ BaldBryan @ flySFO @ DawsAngeles # pets # shamepic.twitter.com/P8mqig7QUd – bei San Francisco International Airport (SFO),"2017-04-26T23:37:59.000Z""""",,,,,,,,,,,,,,,,
WHERE ARE THE BURRITOS (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/bxTrRPDAnra,,,,,,,,,,,,,,,,
Can't wait to get back to @ flySFO w/ @ FlyFrontier on flight 1193 tonight! I love # SFOpic.twitter.com/oenGuq5oTO,"2017-04-26T22:58:11.000Z""""",,,,,,,,,,,,,,,,
Shout out to @ flySFO for their A+++ airport.,"2017-04-26T22:44:55.000Z""""",,,,,,,,,,,,,,,,
Lovin' the short form storytelling on this. @ SAPB1HANA at @ flySFO # tech # analyticspic.twitter.com/oj7mfv6cN8,"2017-04-26T22:43:01.000Z""""",,,,,,,,,,,,,,,,
@ flySFO what are you doing to make sure the goat rodeo of last weekend doesn't happen again this weekend? Have friends coming in town.,"2017-04-26T22:23:08.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/aCHwKOKlrdX,,,,,,,,,,,,,,,,
Over all ugliness! RT @tom_spalding2: @ flySFO Winds/ rain or fog?,"2017-04-26T22:14:13.000Z""""",,,,,,,,,,,,,,,,
Definitely glad I saw this tweet otherwise I would've ended up going to the IT for my flight to SEA on Friday.,"2017-04-26T22:01:27.000Z""""",,,,,,,,,,,,,,,,
@ AlaskaAir will now operate its Seattle flights from T2. All other @ AlaskaAir flights will remain in the IT. Visit https://www.alaskaair.com/ .,"2017-04-26T21:55:17.000Z""""",,,,,,,,,,,,,,,,
@ visitaustintx bound # home (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/ajgnlC8QyLf,,,,,,,,,,,,,,,,
@ QatarAirways plans new @ flySFO # SanFrancisco route despite U.S. uncertainty http://usat.ly/2pdk7yY via @ usatoday,"2017-04-26T21:14:00.000Z""""",,,,,,,,,,,,,,,,
Play the # CopaMatch game at https://business.facebook.com/flySFO/app/468491433225705/ …… by May 8,2017,,,,,,,,,,,,,,,,
Warning: expect SFO flight delays or cancellations during the next 7+ weekends as @ flySFO revamps runway 28L http://buff.ly/2q70ppm,"2017-04-26T20:36:01.000Z""""",,,,,,,,,,,,,,,,
*makes any excuse to go to @ flySFO* http://www.bbc.co.uk/news/uk-39716442 …,"2017-04-26T20:00:03.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/7WgjoyCuAhK,,,,,,,,,,,,,,,,
Winds/ rain or fog?,"2017-04-26T19:16:30.000Z""""",,,,,,,,,,,,,,,,
1 hour 24 minute delays @ flySFO due to weather. http://cbssf.com/weather pic.twitter.com/iVc8jHZvT1,"2017-04-26T19:13:15.000Z""""",,,,,,,,,,,,,,,,
I had to bring @ NikkoPupSF from @ HotelNikkoSF with me back to LA! Time for @ peetscoffee with my travel buddy @ flySFO. # mynikkopupsfpic.twitter.com/UOJueXJudO – bei San Francisco International Airport (SFO),"2017-04-26T19:08:14.000Z""""",,,,,,,,,,,,,,,,
Why hello there (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/fuG3fWL6mhe,,,,,,,,,,,,,,,,
weather causing delays @ flysfo https://airlineadviser.com/Airports___Facilities.html …,"2017-04-26T18:15:52.000Z""""",,,,,,,,,,,,,,,,
Oh my lord why!,"2017-04-26T18:00:15.000Z""""",,,,,,,,,,,,,,,,
Check-in for @ AlaskaAir is now in T2 next to Virgin America @ flySFO pic.twitter.com/89TzuG6VjH,"2017-04-26T17:33:21.000Z""""",,,,,,,,,,,,,,,,
Yesterday's snow cap mountains up against a lake! Wonderful views on my way to @ flySFO w/ @ FlyFrontier polar bears on the wing want down!pic.twitter.com/1rAu2viYaR,"2017-04-26T17:22:18.000Z""""",,,,,,,,,,,,,,,,
Starting today, Alaska Airlines will operate its Seattle operations in T2,,,,,,,,,,,,,,,,
"Seriously it doesn't matter how long someone was in ""'Nam man"". You set off the metal detector you can't pass airport security.","2017-04-26T16:26:29.000Z""""",,,,,,,,,,,,,,,,
It's 4:45am and a fight almost happens @T3 PreCheck @ flySFO... Guy beeps," resents taking off shoes because he was ""in Nam man""... # travel",,,,,,,,,,,,,,,,
Some of the picture of the amazing @ Delta # deltaskyclub @ flySFO will be there again tonight! # lounge # avgeek # style # modern # sleek # dreamspic.twitter.com/NiFibiMVIv,"2017-04-26T16:19:00.000Z""""",,,,,,,,,,,,,,,,
Made in back to @ CVGairport # Cincinnati from @ flySFO and the trip was amazing as always @ FlyFrontier and now I get to do it again tonight!pic.twitter.com/5Nj2Wg6LKS,"2017-04-26T14:53:27.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/jmAu9rjFPHm,,,,,,,,,,,,,,,,
Just til Thursday night.,"2017-04-26T10:06:55.000Z""""",,,,,,,,,,,,,,,,
For how long?,"2017-04-26T10:06:24.000Z""""",,,,,,,,,,,,,,,,
See you later San Francisco! # NYHereICome (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/gIg6ilIBs8I,,,,,,,,,,,,,,,,
No, but I do like the yogurt room!!!,,,,,,,,,,,,,,,,
Have you tried out the yoga room at @ flySFO? @ VeronicaDLCruz @ NightBeatTV,"2017-04-26T09:48:30.000Z""""",,,,,,,,,,,,,,,,
@lyft_SF please start an antidriver cancellation program. Had 3 drivers call 2 make me cancel b/c I wasnt going 2 Oakland from @ flySFO,"2017-04-26T09:41:05.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/07z94NQanlu,,,,,,,,,,,,,,,,
We have a @ AntonovCompany sighting in @ flySFO pic.twitter.com/q9xmKr9Got,"2017-04-26T09:29:17.000Z""""",,,,,,,,,,,,,,,,
Attendees of @ GiGseLive if you pass through @ flySFO be sure to check out the Games of Chance exhibit. # gigse # igaming # chance # gamingpic.twitter.com/s046Jc8EmO,"2017-04-26T09:28:31.000Z""""",,,,,,,,,,,,,,,,
For the time being... # EVA w Tom (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/hUDwSd4Trxk,,,,,,,,,,,,,,,,
If you don't want to get to where you are going @ flySFO,"2017-04-26T08:48:26.000Z""""",,,,,,,,,,,,,,,,
Would love to get some hired in Australia too, please keep in touch.,,,,,,,,,,,,,,,,
I'm at SFO AirTrain Station - Garage G & BART - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/4TphWFgAISI,,,,,,,,,,,,,,,,
My first flight EVER 2 @ flySFO via @ CVGairport was AMAZING! Thank you @ FlyFrontier as always for the great service doing it again tomorrow!pic.twitter.com/8ngCfozQ0o,"2017-04-26T08:06:54.000Z""""",,,,,,,,,,,,,,,,
It would seem @ FlyFrontier likes hanging with @ SouthwestAir or at least at @ flySFO & @ FlyTPA ready for this at @ CVGairport June 4th! pic.twitter.com/pf4roCqhR4,"2017-04-26T08:02:02.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/atwhhX7A1g6,,,,,,,,,,,,,,,,
Got right off the plane and went straight to the # deltaskyclub @ Delta man I'm feeling great now! @ flySFO pic.twitter.com/iandApth4E,"2017-04-26T07:00:33.000Z""""",,,,,,,,,,,,,,,,
And @ flySFO, united shouldn't get all the credit.,,,,,,,,,,,,,,,,
I have a feeling the polar bears im flying with would rather be down there! Amazing view over the mountains on @ FlyFrontier to @ flySFO pic.twitter.com/aHHRMX6Qyf,"2017-04-26T05:44:20.000Z""""",,,,,,,,,,,,,,,,
YOUR YOGA ROOM IS TRASH @ flySFO,"2017-04-26T04:45:28.000Z""""",,,,,,,,,,,,,,,,
What do @ CityMalibu @ surfcity_usa @ flySFO have in common? They're In the path of rising seas. Right now @ julie_cart http://ow.ly/zlce30baJMC,"2017-04-26T04:15:04.000Z""""",,,,,,,,,,,,,,,,
popprog tool - A fine tooth-comb? @ SSFPolice @ flySFO sSSSSHhhhhhh @ BostonGlobe @ kurtisalee I wanna have a roast duck. Like a hole in da,"2017-04-26T03:33:19.000Z""""",,,,,,,,,,,,,,,,
I assume this means there's an explosive which can be made into thin sheets that dogs can't sniff out.,"2017-04-26T03:12:29.000Z""""",,,,,,,,,,,,,,,,
. @ flySFO this is what a laptop line looks like at SFO. Let's hope that @ realDonaldTrump does not implement this for more airlines # LaptopBanpic.twitter.com/utWbKAe1tC,"2017-04-26T02:24:27.000Z""""",,,,,,,,,,,,,,,,
Please visit http://www.flysfo.com/content/28l-10r-runway-overlay … for all info regarding hte runway closures for repavement. Thanks # sfo,"2017-04-26T01:59:53.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/cw4dykh6ON6,,,,,,,,,,,,,,,,
This move is related to the merger with @ VirginAmerica.,"2017-04-26T01:42:09.000Z""""",,,,,,,,,,,,,,,,
This move is related to the merger with @ VirginAmerica.,"2017-04-26T01:41:34.000Z""""",,,,,,,,,,,,,,,,
"A city is not gauged by its length & width, but by the broadness of its vision & the height of its dreams. Herb Caen quoted", @ flySFO,,,,,,,,,,,,,,,,
***ATTENTION*** Some of @ AlaskaAir operations will move to Terminal 2 tomorrow. Please check with the airline for your specific flight info.pic.twitter.com/25JhyYRGw3,"2017-04-26T00:56:25.000Z""""",,,,,,,,,,,,,,,,
We're glad we gave you some delay relief!,"2017-04-26T00:52:17.000Z""""",,,,,,,,,,,,,,,,
You can't afford not to think this way. Geoff Neumayr. SUSTAINABILITY IN MOTION: @ flySFO GOES TO ZERO,"2017-04-26T00:40:24.000Z""""",,,,,,,,,,,,,,,,
# FlightLifeHighLife # BlackGirlFly - Drinking a Fortunate Islands by @ ModernTimesBeer at @ flysfo — http://untp.beer/s/c444681671 # photo,"2017-04-26T00:24:40.000Z""""",,,,,,,,,,,,,,,,
@ CVGairport your looking great as always!,"2017-04-26T00:23:59.000Z""""",,,,,,,,,,,,,,,,
Time to head to @ flySFO via @ FlyFrontier and I'm excited for my journey over the hills and through the woods! pic.twitter.com/cfhh5L9tZs,"2017-04-26T00:17:01.000Z""""",,,,,,,,,,,,,,,,
Reps from San Francisco, San Jose and Los Angeles all offered comments,,,,,,,,,,,,,,,,
Home, sweet home (@San Francisco International Airport - @ flysfo in San Francisco,,,,,,,,,,,,,,,,
Learn how to do business with @ flySFO and enjoy networking + lunch on 5/17 from 11:00 a.m. - 1:30 p.m., see picture for more information. pic.twitter.com/Y8eO7V0sJ9,,,,,,,,,,,,,,,,
Airlines determine how to adjust their schedules during these closures, and how to communicate schedule changes to their customers.,,,,,,,,,,,,,,,,
Too bad none of them cared to take any proactive action aside from day-of notifications @ united @ VirginAmerica @ AlaskaAir @ AmericanAir,"2017-04-25T23:06:05.000Z""""",,,,,,,,,,,,,,,,
Weather permitting, there will be a runway closure this weekend,,,,,,,,,,,,,,,,
Airlines ultimately determine how to adjust their schedules during these closures, and how to communicate changes to their customers,,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/fTStiLnIkV7,,,,,,,,,,,,,,,,
@ flySFO Any word on the repaving/ cancellations this wknd? Will we be rerouted if so? Specifically @ VirginAtlantic this Saturday.,"2017-04-25T22:30:26.000Z""""",,,,,,,,,,,,,,,,
Nothing quite like a # sunrise at @ flySFO w/ @ graniterockco stockpiling grindings in preparation of paving! # construction # Californiapic.twitter.com/LZjrcMqZd4,"2017-04-25T22:29:38.000Z""""",,,,,,,,,,,,,,,,
Fact is, priority should be on passengers with flights to catch,,,,,,,,,,,,,,,,
They need a different area entirely for ride services, such in the parking garage as many airports do. Much more space to line up/wait.,,,,,,,,,,,,,,,,
@ FAANews Can't the FAA force airlines to reduce flights to # SFO during planned weekend runway closures before the day of travel? @ flySFO,"2017-04-25T22:18:28.000Z""""",,,,,,,,,,,,,,,,
@ flySFO claims studies show that traffic flow would be worse if pickups were on arrivals level. Seems counter intuitive, but who knows.,,,,,,,,,,,,,,,,
@ flySFO Why aren't airlines proactively reducing flights to accommodate the weekend runway closures?,"2017-04-25T22:01:34.000Z""""",,,,,,,,,,,,,,,,
# CurrentMood when my @ Delta flight is delayed for hours... oh well... thanks to the # DeltaSkyClub at @ flySFO to get me through this! pic.twitter.com/pLzzZPIbV0 – bei Delta Sky Club,"2017-04-25T21:45:51.000Z""""",,,,,,,,,,,,,,,,
It's insane to risk paying passengers' ability to make flights by allowing pickups - pickups! - on the departure level.,"2017-04-25T21:45:04.000Z""""",,,,,,,,,,,,,,,,
Listening to live @ flySFO ATC comms for the last hour along with flightstats24. This is so much fun!!!!!!,"2017-04-25T21:41:30.000Z""""",,,,,,,,,,,,,,,,
@ flySFO please resolve this Uber/Lyft pickup situation that is clogging the departure level so passengers can make their flights.,"2017-04-25T21:26:58.000Z""""",,,,,,,,,,,,,,,,
I'm at International Terminal - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/dlp3DseTmnW,,,,,,,,,,,,,,,,
Passengers are experiencing significant delays at @ flySFO. @SChinKPIX reports: http://cbsloc.al/2q2H3BU @ VeronicaDLCruz,"2017-04-25T20:45:10.000Z""""",,,,,,,,,,,,,,,,
This is new - @ united providing water / snacks in boarding area of delayed flight to LA @ flySFO pic.twitter.com/6i1auzQjQi,"2017-04-25T20:44:34.000Z""""",,,,,,,,,,,,,,,,
As Steve Miller sang," we're 'Going to Mexico"" (@San Francisco International Airport - @ flysfo in San Francisco",,,,,,,,,,,,,,,,
My sister and I are probably the only people at the @ OmniHotels who take the @ SFBART to @ flySFO # TravelTuesday,"2017-04-25T20:11:30.000Z""""",,,,,,,,,,,,,,,,
Great to hear. Have a wonderful trip!,"2017-04-25T20:04:51.000Z""""",,,,,,,,,,,,,,,,
Really hoping the weather cooperates today with my @ flySFO to @ JFKairport @ Delta @ DeltaNY flight. Good vibes and no delays # PlacesToBe,"2017-04-25T19:48:05.000Z""""",,,,,,,,,,,,,,,,
Thank you # lxconf17. You've been kind. Keep telling great stories. Hope to see you next year. (at @ flysfo) https://www.swarmapp.com/c/fcPuu7Zvl8x,"2017-04-25T19:24:50.000Z""""",,,,,,,,,,,,,,,,
Wish I was here to stay for a visit... (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/0E6xJj2vXmv,,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/020es20zyl5,,,,,,,,,,,,,,,,
@ flySFO @ MattKellerABC7 @NatashaABC7 @ abc7newsbayarea # abc7now Good morning from the office. # sunrisepic.twitter.com/GVRhJKecJg,"2017-04-25T17:59:00.000Z""""",,,,,,,,,,,,,,,,
Delayed. Of course. (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/0EXxmCcK23h pic.twitter.com/AAxcInTcQO,,,,,,,,,,,,,,,,
Where are we off to today!? Well I have a feeling it involves @ CVGairport @ flySFO & @ FlyFrontier going to be a great day! pic.twitter.com/ckJYIT7jBA,"2017-04-25T17:29:11.000Z""""",,,,,,,,,,,,,,,,
